user_id,item_id
110,1859 3692 1946 2673 3105 401 1205 494 631 132
111,3474 1341 3402 3448 2636 3677 37 2306 508 361
112,3474 989 1811 2076 3402 69 2617 2370 3390 1560
113,796 1543 2862 3456 3269 3013 36 3151 1316 2031
114,652 1653 3355 2054 2231 1451 430 406 145 3032
115,2592 1353 2924 609 1132 3421 1165 868 1101 2364
116,755 1160 2237 76 52 2315 672 3511 3381 1329
117,2342 43 1510 186 2402 2068 1670 3256 2376 482
118,2402 3583 2281 1811 2528 559 236 3198 318 1464
119,1543 3409 796 3153 1316 741 2564 2862 1223 2031
120,2592 2773 1668 1132 1800 2246 3526 1633 1353 1706
121,3544 292 493 3063 1252 1044 3408 3050 3511 3006
122,2574 2005 3521 2376 1037 1082 120 3256 875 2998
123,620 1638 1603 3000 2335 1839 528 3544 1593 2763
124,3669 2140 3335 3327 3438 1525 1193 1184 983 166
125,1216 3262 640 1375 1858 3335 1848 1300 493 3311
126,2801 2908 3021 1490 106 1705 1787 1365 3597 453
127,1011 3694 6 2688 2501 3141 2630 1403 761 3668
128,772 279 2290 320 2557 2488 2366 971 732 3529
129,2602 1800 1453 2282 3247 3276 2088 3482 289 1353
130,2031 652 607 1668 409 1543 3173 3013 124 2528
131,1315 1371 221 3157 2281 2572 650 1781 438 1827
132,1808 3000 2636 2335 2119 253 3557 663 3298 204
133,563 2613 890 1044 2397 1210 3318 743 1067 3511
134,3479 1304 2910 3353 429 1641 598 3468 1807 1386
135,765 1827 3061 3111 1032 438 2643 1781 2428 1201
136,1711 2354 1211 1245 1462 700 2819 1773 1092 2275
137,1505 79 3614 3423 3692 1246 3022 1630 452 1583
138,529 2006 2474 1858 530 677 406 462 1800 652
139,184 3151 1069 3227 3000 1279 613 2389 1315 2817
140,794 3157 2643 3701 1475 438 221 650 2722 3431
141,3335 2763 493 3000 2980 1504 1216 2541 402 2338
142,3269 741 2031 1657 1011 2798 1543 3153 796 2862
143,3101 79 1246 389 2561 350 560 1790 3577 1251
144,663 1536 3489 2587 1070 3298 2709 2063 2165 3338
145,1518 3294 1795 105 457 659 566 2542 254 3194
146,1422 1052 3600 2110 3365 2132 1377 3415 1337 1456
147,2596 1099 293 2161 3327 3036 2059 3046 1956 3472
148,3692 2840 601 401 1946 2603 2281 1811 2327 1887
149,176 3066 3068 2382 1699 2912 2863 853 1124 1640
150,3000 617 663 427 1070 2119 1300 1504 2587 3338
151,1960 785 1788 2328 2768 1746 138 3262 208 109
152,2354 213 96 1893 2275 2916 351 128 3360 549
153,1315 2466 652 2165 3557 3151 184 406 1590 132
154,513 69 1706 1453 2387 2076 2709 2088 138 3652
155,208 2757 476 2076 785 69 584 1831 2282 3529
156,740 913 3401 1982 428 3248 2480 3693 768 1177
157,2924 719 41 1830 609 2146 1543 457 2915 1250
158,1811 3272 1316 2470 2054 401 3153 69 2564 2603
159,1165 88 868 1082 1470 1633 1745 25 2005 1456
160,663 1854 2587 1536 372 2934 784 2319 1652 3489
161,1190 3159 601 2470 569 1559 3382 2292 2127 1401
162,573 523 375 236 2230 620 3653 498 2248 2676
163,1543 3013 3409 2862 2564 796 3153 2031 741 618
164,1681 1982 428 3218 35 3693 553 1168 3565 3280
165,1887 2639 1668 2132 3119 617 905 3677 1052 3168
166,1543 3013 1316 3153 124 2564 2862 3409 3272 472
167,1862 1179 304 983 868 2527 3231 3511 3194 711
168,3021 984 3657 2048 2090 605 106 176 2908 2338
169,1341 863 361 1033 211 188 1371 561 1091 933
170,922 1376 3142 1057 2833 2664 790 2732 1001 1102
171,3335 2980 2541 495 525 3204 3371 3544 1300 2739
172,1800 1353 2076 1688 1132 2107 3075 2399 2568 3337
173,2402 120 3013 463 246 3529 43 1543 2387 1376
174,2529 3271 1288 1639 1153 450 1777 2454 338 3574
175,3614 3406 2363 573 778 702 1459 232 2561 762
176,3215 1240 646 2768 2874 99 1525 1814 474 1690
177,1011 6 1657 761 3665 3216 3141 2570 3132 1340
178,168 295 625 2117 2932 2229 3546 872 1627 1501
179,523 2091 750 3122 2248 375 2009 3062 2116 93
180,0 2819 3605 2780 3639 2887 517 833 3002 1174
181,3013 93 1560 573 472 523 618 382 1354 2564
182,2230 573 779 620 498 1354 375 3125 2091 2293
183,3463 16 1365 119 2186 650 2768 3051 3238 1640
184,1854 1652 663 1725 2063 1536 1391 2170 3338 2934
185,2892 3406 1424 3101 2777 3577 232 1790 1630 350
186,573 779 93 2230 375 620 498 3653 2091 3125
187,3276 138 1800 1453 2387 2128 3075 2282 2076 1706
188,2136 740 428 35 3401 768 1681 475 3693 3218
189,3375 845 165 2743 3464 3016 3501 1732 376 831
190,663 3700 517 1504 2176 782 2063 2961 3340 427
191,2528 1946 2470 3448 1376 3142 922 1811 37 3105
192,796 741 3269 36 2384 1505 3456 472 2798 1487
193,650 221 3701 2774 3157 234 512 2311 2281 2572
194,741 69 1186 124 2493 2528 1316 3269 3153 2862
195,295 467 168 534 3256 1655 3669 1627 2325 172
196,989 3253 3600 409 1082 2387 3628 120 2574 2512
197,573 779 2230 3125 498 620 2248 3409 3653 1354
198,1058 1527 96 2082 2275 3240 1427 1067 1100 353
199,1246 3406 3101 1700 79 350 1822 389 2476 1813
200,1798 2458 2272 1040 3325 3113 1073 2007 1219 2652
201,2784 3473 1855 2510 2067 3082 2501 3125 1354 3049
202,1960 1548 333 2947 28 956 1164 2963 1788 1079
203,2924 1893 1377 1501 3161 2275 2916 3055 549 3090
204,88 1456 3253 1745 1404 25 382 1633 2574 3614
205,1354 2688 1560 2564 779 3694 1831 2210 1223 93
206,398 283 2468 1007 1248 3358 2194 1956 1491 2613
207,1738 1045 1916 2620 1830 957 3029 771 2273 1617
208,3262 109 2967 2877 902 1271 1172 2817 82 3400
209,427 1545 663 204 3532 3000 3677 2587 2176 1070
210,3406 232 1251 1790 389 2023 1813 1424 2518 709
211,1211 2630 2501 6 3665 922 1403 3141 2570 2664
212,640 2757 476 584 208 3349 1337 183 1086 2342
213,1337 1099 650 584 3327 3534 2980 2338 2129 3036
214,474 2221 2652 3215 3606 3113 1073 1045 3091 1782
215,1504 3000 620 2763 917 2556 2961 29 2153 2338
216,3665 2570 513 892 1439 1340 3649 2800 1403 451
217,517 754 372 2592 1336 1723 2917 817 2176 1449
218,1836 2420 2275 1245 296 185 888 697 3471 987
219,3406 452 1424 1790 3577 2561 2892 1251 3614 427
220,1711 583 73 1240 2874 339 539 1374 99 1525
221,295 2460 1627 3438 3669 3306 1814 817 166 3513
222,3333 3408 502 3511 515 2541 902 2127 2481 966
223,2068 619 1781 1493 1699 3293 2005 1099 2840 1096
224,3311 1545 1272 107 174 2338 584 1337 1517 3656
225,3511 2140 1179 810 983 1862 2027 570 1518 3231
226,3066 853 474 1166 2292 3382 3068 3107 1690 2472
227,2354 1527 96 3071 680 213 1773 3240 353 2698
228,3658 3071 397 1920 2145 1527 2259 1067 563 680
229,823 3216 1340 392 3150 2036 2683 1142 6 2393
230,253 3227 3000 2335 2165 1070 3298 1069 1707 3338
231,3665 892 1439 2570 1134 2800 3475 1930 604 1157
232,1543 2031 3409 124 120 707 989 732 741 2265
233,741 3456 1354 1146 1997 3151 1487 1186 2676 573
234,2980 361 863 3448 1341 530 37 1304 2306 211
235,402 493 495 1848 2763 2653 2338 3544 1272 525
236,1820 2412 163 433 1179 2946 1893 2060 919 1501
237,1487 3269 2011 2798 3456 1268 741 2258 796 1952
238,2673 2067 772 1946 2470 2953 1511 3105 2609 494
239,584 3262 1937 3311 2757 1337 1831 3349 208 1078
240,2387 2265 2512 2076 1668 2086 1706 2282 3247 1950
241,2068 868 3544 2409 1493 2707 619 43 1190 248
242,1309 3700 1504 1233 517 2176 2447 1729 3340 2153
243,3013 3153 2031 124 2402 120 989 1668 707 1223
244,2397 3411 3027 743 566 2132 3660 1160 1939 983
245,2387 406 529 652 2182 2474 2006 2121 3116 2515
246,2653 3311 1545 312 107 3656 801 3600 488 2338
247,2370 3677 2224 809 1315 2281 1668 538 2086 3583
248,1788 3051 2963 2328 2714 793 1271 1304 119 7
249,1367 427 3363 3439 71 456 1464 1037 739 2363
250,3577 1790 1424 3101 2476 389 709 2023 1251 2561
251,2363 702 2185 802 1464 1545 1687 1893 3404 1902
252,1271 1078 138 798 3248 3317 2745 463 208 2366
253,1706 1453 2387 1668 2512 2076 2568 2820 3075 3247
254,3262 1216 3335 3656 528 1300 1848 1376 1272 2653
255,253 1069 3000 917 1690 1309 974 2556 29 1504
256,1134 2182 529 3649 3665 462 392 190 2073 2006
257,1811 2281 2528 2774 3677 3692 3198 1887 1707 2636
258,2402 120 2933 989 3677 3614 1633 183 617 416
259,1275 2836 151 2252 2652 461 1322 3223 1957 170
260,2215 3335 3438 3513 3306 3437 3579 1814 361 2140
261,1132 3276 1353 1800 2364 1688 1492 1165 2015 2592
262,2348 3271 172 959 1153 891 1777 1639 2454 1501
263,3588 701 170 1120 433 967 3323 1397 461 2943
264,1501 3355 1639 1827 340 32 891 3574 1655 430
265,232 79 3101 3600 1246 3406 1630 452 1700 1348
266,802 2363 702 3311 3035 1687 312 810 2849 452
267,1514 3454 356 170 433 3648 2943 2499 3588 2734
268,1272 174 312 2653 3311 802 107 3656 1037 1517
269,3475 1439 1134 1296 2800 1658 1840 1083 1001 1807
270,3406 3101 79 1246 1630 2345 2023 1902 2518 1700
271,563 1956 1248 1007 2059 254 2485 3345 2999 2613
272,777 3652 147 241 2709 3229 1340 2609 1706 894
273,2470 3142 922 3692 1859 3105 2673 1057 3418 401
274,1583 1543 3473 472 2862 1039 1657 3614 409 3423
275,3153 3013 1543 2031 2564 124 3409 409 3272 732
276,236 2798 741 1146 3456 2828 1354 132 559 1205
277,1848 1300 1216 1593 2980 1858 2541 3335 528 3656
278,1011 6 3269 1657 761 513 3141 3216 3665 1340
279,2924 3421 1332 3119 1165 3415 1633 1470 1995 875
280,1018 16 283 3511 212 3191 1081 1108 1471 113
281,3600 2363 1887 989 617 312 528 3365 429 1422
282,254 2480 2900 553 3530 913 3565 3435 2606 3218
283,1073 2458 3325 2768 3091 220 1798 3649 3113 3213
284,1960 2366 1030 2534 2617 3668 487 1583 707 3023
285,1012 785 1792 1421 7 2847 106 1731 447 333
286,1658 1463 1428 73 12 931 1398 1083 1782 1240
287,3269 1505 2327 3151 741 132 1657 2862 36 796
288,3071 697 566 659 1160 1377 3602 3087 3658 1043
289,784 2176 517 372 1652 1854 3532 2319 427 1725
290,2876 2420 555 3185 3130 3434 2118 154 75 1626
291,2528 1887 2224 1811 2086 883 2281 2370 809 3583
292,3404 71 762 1884 1367 2849 1037 3101 1272 312
293,1353 1132 176 289 1124 1688 2076 3671 3670 2915
294,1836 1529 2082 3185 659 2329 1092 3300 213 3538
295,3332 2067 2510 2633 2349 1855 1849 2616 3281 3049
296,427 1086 1670 1464 1545 2363 2574 802 3311 2402
297,3658 3071 96 2082 3240 1527 628 680 2158 2041
298,1490 1809 1124 176 1365 2175 293 3046 1699 106
299,3406 1246 3101 1700 1822 2023 389 3600 350 2561
300,3406 232 1902 79 1037 3101 1464 427 3404 2345
301,646 339 1001 2874 1374 212 2857 1471 169 3705
302,620 472 1593 1376 3000 3262 2387 2664 528 160
303,3157 221 2643 3701 2572 2424 1781 234 2484 2916
304,1995 1353 1132 1165 74 2364 2592 565 1688 3403
305,863 3474 3402 3448 2306 1304 361 1371 1807 508
306,652 1451 184 406 892 2466 2474 2817 2073 3151
307,1630 1822 1246 2518 2023 1902 350 709 2814 1790
308,472 1316 3013 732 3153 2862 2402 3529 1223 409
309,1936 3335 1848 3544 2664 3000 1300 472 3656 1216
310,2387 584 1831 472 3529 1858 2980 528 160 476
311,1545 2363 452 3600 174 3311 312 3656 107 1687
312,2626 3053 283 543 113 2331 398 1078 16 3049
313,3583 1956 1762 2281 318 452 2336 1100 1892 1127
314,254 743 3345 1462 3002 324 2237 2397 35 1127
315,3438 2460 2117 2024 1814 1671 3513 3527 1627 1832
316,2068 482 3677 2005 1510 3256 246 120 2574 1670
317,2363 3253 246 1501 2140 609 1932 467 1893 1456
318,124 1011 69 2265 1668 2953 1511 2820 1316 1543
319,1099 3238 3327 1809 2129 293 3463 1365 2468 1304
320,802 2363 1687 778 1086 107 1337 427 174 650
321,3023 3141 6 3264 2664 1924 1011 3652 790 1340
322,2732 2602 2510 2342 543 3049 1855 2633 1753 1078
323,3390 211 1382 1386 2774 2910 508 933 1456 2236
324,1615 2308 3535 2182 2024 3628 529 1193 1524 2122
325,1439 1296 3475 1134 367 1057 1451 1293 652 604
326,2468 283 398 119 2342 1546 2331 1216 1491 3053
327,650 221 1947 2338 1127 646 2780 1471 339 99
328,1309 2763 2176 517 1644 2961 663 252 2447 2104
329,2528 3583 2402 3677 1315 2774 2370 3448 809 2224
330,1190 2974 3110 1197 2292 3107 3066 3382 2541 3510
331,1501 3002 1639 1893 1149 506 3574 2348 1777 755
332,246 467 3521 168 2529 3256 2215 1350 482 1037
333,232 3101 3600 452 1700 1630 1545 1686 1884 2814
334,868 3051 1165 304 1932 2005 2700 176 1781 188
335,99 339 1471 646 2857 915 1001 3049 3705 3234
336,913 3280 3401 768 2128 428 1295 1168 3245 2606
337,1518 3511 2027 3194 1862 2911 17 1619 2492 2010
338,3311 2980 3335 1272 2653 584 528 1376 1868 3262
339,1668 2265 2031 69 409 120 3173 707 228 1706
340,96 3658 3071 1270 3318 890 1984 1619 3240 1067
341,3669 3438 872 3513 1193 1655 2460 2117 1627 3067
342,607 1668 2568 3173 2031 1706 88 120 3417 228
343,2363 1545 1337 1367 802 1687 107 3101 3311 452
344,1365 2186 1956 331 2194 1099 283 1175 304 2222
345,785 1746 138 2175 3441 2129 1809 293 2757 1304
346,802 1337 452 427 1545 2363 702 174 512 3311
347,3335 3438 3513 1525 3437 168 3091 220 3306 3113
348,609 2924 457 3421 74 434 41 1165 509 994
349,1160 983 743 566 755 1835 1518 3602 2397 1939
350,743 2542 566 3411 3027 128 2132 1160 659 1939
351,3271 1100 2454 172 2069 295 1058 1449 1914 1153
352,1514 1174 3454 356 206 533 185 873 2499 2259
353,573 1736 2920 1032 3527 528 527 578 855 1278
354,3031 2280 1078 1271 3349 1546 902 3048 189 119
355,3677 2370 2342 186 246 2005 120 43 1470 2376
356,3390 2169 2617 3272 2947 333 2370 989 7 1788
357,1861 3215 1108 3220 3203 212 1076 1018 1328 1587
358,513 392 1993 1637 451 3665 3264 3216 423 190
359,513 2036 3216 1142 761 3665 1403 1706 3141 2366
360,1884 3600 1037 1545 312 452 3311 79 1337 702
361,1711 220 1814 2673 922 2470 790 3059 3474 2327
362,1490 1304 2273 1809 2980 793 293 3463 771 1365
363,3271 1245 2151 1058 3605 1514 185 2082 356 1092
364,3276 1800 2076 1706 2387 1688 1668 138 2820 2399
365,74 1995 1179 1353 609 3671 1165 2924 3421 3670
366,3013 1316 707 3272 124 409 989 487 2402 472
367,2603 3082 1583 1855 573 3125 1354 3409 618 523
368,3448 2470 2054 499 1807 1946 2928 581 2673 1808
369,1071 1709 2418 3483 517 41 2687 1250 1618 2208
370,251 2689 3264 1142 674 1993 3652 1571 1612 147
371,6 1403 3216 3665 513 3652 3132 1340 674 823
372,3665 513 6 1340 761 3668 2570 2036 1924 2393
373,1172 1092 1836 888 2819 75 1773 2217 987 136
374,1893 1501 2363 2348 467 168 172 2529 246 2181
375,1272 3187 3363 2849 1517 739 801 3425 1037 1060
376,220 3049 169 1374 2857 646 2664 12 339 922
377,3390 3153 1382 3562 1316 2086 2224 3272 1887 2402
378,2636 1848 530 1240 1341 1615 1814 3335 2980 863
379,2574 3600 2402 989 188 1456 1337 2363 1670 3677
380,1471 1861 3325 2652 212 52 1179 231 1328 58
381,1044 3660 563 1984 3313 2397 1703 3358 2048 3411
382,3565 3530 3374 2900 2181 35 1149 340 3218 2853
383,1854 663 1725 3227 372 3532 3338 2917 2934 3298
384,2933 3142 922 1133 3646 587 1057 1379 1296 1797
385,450 1153 3055 919 797 2348 338 2151 1893 2608
386,88 1165 1456 1932 2005 1781 304 1745 1404 778
387,1543 3013 1316 3153 124 2564 3409 472 707 3272
388,2683 3150 3665 3386 2393 423 2007 1637 3649 3436
389,176 1124 1809 1699 605 3021 2186 2222 1365 2801
390,136 339 237 1172 3219 3180 1711 646 1956 2857
391,1640 2326 3215 3053 283 113 649 3408 2468 16
392,79 3101 1822 1884 232 1037 739 2476 838 2363
393,3248 740 214 1982 3280 428 1168 3693 553 3401
394,1190 1197 3110 2974 2541 2292 3510 237 3066 2470
395,1057 1439 220 1296 2646 1240 3475 3231 132 1720
396,1690 1398 1428 1463 2112 3475 581 2541 1658 220
397,543 2630 2501 2659 2342 2626 3473 1913 1583 3022
398,1211 136 237 1039 2931 3219 1186 2676 3180 2817
399,523 573 3653 2230 375 3125 779 2248 620 498
400,902 2863 2959 990 1798 1165 3644 361 3031 3231
401,2876 2610 723 3687 3624 1290 274 2414 1994 1656
402,2054 883 305 3350 406 2512 2265 652 3153 1950
403,2980 785 1099 3238 3349 1490 3327 208 2468 2129
404,3248 1568 3401 3693 136 428 1982 553 1481 2488
405,2980 3448 2636 863 1341 1807 3677 1382 1304 361
406,2082 2354 213 2819 3071 700 3240 353 2698 2158
407,530 3067 1840 2308 166 3438 1720 2054 3448 1184
408,1422 1377 2132 3090 1680 1014 549 3690 989 2639
409,498 1268 1098 1487 653 1410 1544 3653 1324 357
410,3600 1884 3311 2574 79 739 2561 1037 1367 1545
411,2603 3382 2745 601 1401 2974 1190 569 3159 2256
412,2363 1037 427 3363 1272 2185 1670 1464 456 702
413,1275 170 151 461 3588 2836 52 3196 2943 3374
414,237 1172 1568 1960 138 7 1271 2847 3317 785
415,2528 3677 2281 3583 2636 152 2774 3448 622 1137
416,136 1186 3219 796 2812 3456 426 559 1146 741
417,2801 3657 523 779 618 2291 573 2564 3013 2090
418,2510 2067 93 1354 779 618 2470 106 241 2603
419,1670 2574 2402 2376 467 3656 3335 3677 1376 609
420,375 573 2230 796 3653 618 779 620 93 498
421,128 2542 2275 659 697 1171 1377 457 3071 2132
422,2117 3669 1149 3513 166 817 168 1655 467 3438
423,1854 951 760 372 1536 646 233 2934 2874 2319
424,1190 1197 853 1690 2541 2974 3107 1166 474 2292
425,3475 2910 1840 361 3379 1134 37 1948 1807 3353
426,549 3040 1818 1680 1014 1422 2409 1052 1919 3690
427,6 1657 761 3665 3216 2933 3141 3132 2570 611
428,2603 2501 2280 2659 3349 3473 237 3048 1505 2326
429,124 1316 3153 2265 69 2031 2512 1668 1950 989
430,3276 880 1950 3173 2387 2031 3247 2512 1706 2427
431,457 3411 2397 2132 672 3602 1422 1939 2159 566
432,2528 2086 1887 3595 2402 1386 883 809 472 2591
433,3516 3638 1205 421 1324 357 1614 1084 1410 256
434,3670 176 1800 1132 1165 609 1705 1688 868 1738
435,2420 1462 1245 1092 213 700 2876 1595 380 3271
436,124 1316 707 2402 1887 3153 3529 2528 1560 989
437,2801 106 3657 3021 605 984 176 1124 2090 2048
438,2643 234 438 1801 2572 382 3157 221 1827 578
439,452 3600 3677 3253 487 3406 2363 1884 2574 1337
440,124 2862 138 1543 2128 640 69 476 732 584
441,2591 1024 2402 2224 2910 2086 3595 1386 2575 2528
442,2370 2402 1887 3119 3677 2005 1470 1633 3415 2068
443,1669 728 2567 438 3057 3231 2722 58 2266 682
444,2410 3418 1859 2470 494 3105 2828 2673 829 236
445,1619 2082 3240 1518 3071 2354 3658 128 697 2275
446,1272 3311 2653 528 2387 1868 1037 312 3335 2980
447,2363 1545 702 3035 762 427 3404 452 3030 1687
448,151 461 170 3223 1322 2836 3588 2252 1957 3374
449,3423 1859 132 772 3692 1360 401 1205 1548 2798
450,464 3648 2946 3588 52 3325 831 3202 3231 352
451,1501 642 3355 3157 2572 172 1827 2325 2208 1032
452,707 409 2031 732 2265 2617 2515 3537 1950 2169
453,1032 2465 534 1071 3157 1201 2572 1314 3483 2208
454,427 2185 1687 1902 702 1464 452 2814 71 3363
455,3406 1246 1630 1691 2345 3656 3101 389 1700 2814
456,3224 2591 3583 1386 2236 3595 1024 2910 228 589
457,3479 653 2110 2858 528 429 2682 3431 1762 728
458,438 3157 3061 3701 1278 1371 578 3111 2484 2920
459,618 573 2230 375 796 1354 620 3653 741 498
460,796 3456 3269 2784 741 618 2798 779 1354 2384
461,2920 3527 3205 3111 573 3479 1456 1032 728 2643
462,2376 2342 2961 936 539 649 655 1537 902 3091
463,3588 2231 873 3483 3161 2146 1071 3667 1709 356
464,1315 221 3701 1371 1560 3157 2572 2643 512 1475
465,1287 1175 2159 1191 2716 2338 313 3027 1850 672
466,1037 607 2574 2892 3276 1082 3656 452 312 2981
467,569 237 2470 601 1354 3110 1190 2974 2127 2256
468,1887 3365 1052 989 183 2256 1337 1422 1633 617
469,221 234 1947 1781 2572 1827 3157 2354 382 1427
470,1936 3335 1376 1037 810 3656 246 2140 467 472
471,427 2363 1545 2185 702 452 2814 3311 1902 802
472,1073 2768 2272 1782 1040 2458 1816 3113 3475 1398
473,3311 802 1868 2363 2653 2814 2185 107 1573 427
474,1887 1422 989 1633 2639 3365 1377 1668 3600 1337
475,36 3521 472 1754 1670 2789 3614 2402 246 1037
476,1545 3311 1086 1337 702 452 802 2653 3656 1037
477,3562 1382 211 863 1807 508 1304 37 1386 2910
478,1514 3454 2734 2499 2412 1174 873 3132 274 1622
479,3677 1668 1633 2402 1762 183 221 427 1337 2528
