user_id,item_id
131,2311 650 2428 887 1827 234 2424 2281 1781 221
132,3609 1645 253 3000 2587 2556 3696 3557 1070 1504
133,743 1044 563 1160 3411 1067 890 397 1920 324
134,598 3353 2519 1658 3535 1001 2956 309 1375 3479
135,1958 2146 765 1839 2553 831 2130 1128 1709 1603
136,1814 2103 1149 401 2925 2237 1030 593 2328 3071
137,1505 3022 3423 3424 1583 3692 1039 2603 2784 2745
138,880 738 1950 3255 138 1858 2122 1382 2006 2148
139,3609 3000 917 29 2556 1069 805 2961 164 3227
140,887 794 650 1560 221 1827 778 2774 2311 382
141,1044 3335 2338 2763 402 3670 3063 3000 2597 3544
142,3269 1011 320 772 3153 3151 1657 2862 3013 741
143,2914 3506 1246 2274 350 1251 79 1060 2892 469
144,3298 3227 2587 3696 3000 1051 3557 59 2165 974
145,3087 3411 35 1160 566 3602 324 2605 457 128
146,124 2110 1316 305 2265 138 3365 652 3600 3350
147,2596 3036 1892 2980 293 3046 583 3532 2468 3005
148,772 880 2580 1025 279 3173 3424 2249 1142 2798
149,176 2912 1705 1124 717 2801 580 3599 950 1429
150,617 3000 1070 2119 1725 2587 1573 3701 782 59
151,208 2757 1746 584 3528 2980 944 2328 1304 2250
152,3616 450 1153 3214 1355 338 3343 2677 8 3278
153,3668 1590 253 3557 2457 652 1134 3227 1057 2073
154,1592 2086 2512 3247 2088 1706 3075 3537 2265 2290
155,428 584 293 2757 208 476 3529 640 1831 3482
156,1392 1177 1982 553 913 740 1168 3280 3693 768
157,1738 1830 2006 904 2862 568 1543 463 1916 1527
158,1177 1912 2128 3280 214 3693 428 3206 740 399
159,1165 1633 1124 1353 3028 2706 1705 605 1796 1456
160,372 2934 3696 2319 1051 233 663 307 1362 539
161,3382 2127 601 2256 2097 1190 853 569 2292 1197
162,93 779 573 2165 3456 1279 620 3364 523 498
163,1543 2862 3153 3013 3423 36 741 796 1638 1505
164,1681 1168 553 428 1982 3218 1392 3693 3280 1177
165,1668 1633 1887 2639 2132 3600 3168 1052 617 1377
166,3013 1316 124 1560 3272 3153 1831 2564 1950 2862
167,983 1862 394 2397 734 1501 711 2527 3007 2492
168,1905 2338 2048 2099 3657 3021 2090 1607 984 1119
169,3086 598 361 2769 691 1341 3535 1699 2308 561
170,1912 922 1102 2664 1177 2502 790 1916 1057 1001
171,3335 1966 3204 1044 3371 1028 2739 3544 2980 636
172,1688 2088 3075 3353 2076 1227 2399 2769 783 3337
173,3600 1668 1887 2005 1422 120 1470 2402 1377 1272
174,797 1355 2002 338 49 3616 450 2741 3271 15
175,1413 3537 620 498 500 750 187 2293 2230 523
176,2874 1816 1814 3705 2215 3215 1240 474 646 1690
177,392 1340 513 6 1011 3665 1592 387 169 3216
178,768 3248 1982 913 2093 3280 3401 269 1414 1392
179,2477 1760 750 2091 10 187 2009 395 3062 3537
180,2220 3605 2305 0 1934 2089 764 3222 742 533
181,93 2510 1354 3013 3272 2603 3424 1560 618 2564
182,1354 779 2603 2165 2230 3638 2745 2510 10 601
183,2768 1365 584 502 3238 1746 398 293 2468 3463
184,1725 2063 2934 1240 1070 1536 3338 1854 1652 3532
185,2914 2274 1251 1700 1424 3406 2777 3506 2345 1246
186,1410 383 2710 93 498 2230 187 779 870 1098
187,1045 568 3493 2006 2273 1738 957 2366 2620 463
188,768 1681 740 3495 3218 2136 1034 269 2942 3693
189,2198 980 806 3375 3699 845 3501 3209 2912 1188
190,1729 1233 517 3700 1309 2176 1961 2447 1289 3696
191,1912 2054 1057 3402 581 1001 863 3131 1177 2470
192,3424 741 3151 3013 28 2798 3269 1146 1505 2557
193,650 2354 2311 2424 1427 2428 512 1827 2281 234
194,2510 1828 241 124 1186 28 2534 2265 772 707
195,1149 1655 3306 168 817 2643 1627 3042 467 3669
196,382 3628 188 3253 1456 94 989 2387 3600 528
197,2230 2710 3272 1689 3655 707 2603 1410 2510 1560
198,15 1724 3469 884 3271 2819 1153 0 1914 338
199,1246 1700 350 79 2476 2730 3506 3101 1813 1393
200,3215 2272 1040 2969 2458 2004 3325 309 1690 2797
201,3125 1855 2501 3049 512 1968 3269 2067 618 620
202,208 1960 2366 3528 1030 2757 2328 543 2967 3262
203,1893 711 1501 833 3007 2500 2285 1100 878 1595
204,3253 304 2500 88 1404 1456 221 382 1440 1132
205,2510 2210 1831 640 3473 2688 2067 799 169 3022
206,1956 398 3358 2194 1248 2480 2468 563 1007 283
207,957 1738 2273 1830 1916 1045 2620 3029 771 1145
208,2967 2877 3400 431 253 2070 3557 3248 82 2817
209,1848 1545 3000 782 1868 1060 1640 1337 3532 3677
210,3506 1813 1562 1616 232 2518 725 2467 2614 3303
211,1960 392 1102 2256 1340 513 1376 169 922 2297
212,640 2757 2980 2314 799 584 2602 3286 398 183
213,584 2980 2338 2653 1545 1640 802 1086 3534 1337
214,1690 3051 2959 3215 3113 474 1328 220 1798 2221
215,29 3000 2763 1729 1961 1233 1644 1504 3648 2447
216,513 2154 1592 367 3264 1960 1658 169 1439 2389
217,754 817 517 1059 1449 233 1336 1692 2059 3008
218,2420 2804 1836 742 1433 2834 3520 1302 358 2310
219,1086 2293 512 3537 1459 2586 2091 1424 2345 395
220,2874 339 3705 1127 583 2857 3234 360 99 1374
221,2480 3306 817 1149 2140 1814 467 2291 2117 3335
222,3333 502 3674 515 581 2127 2541 3095 215 1553
223,619 1781 1699 2068 1096 2840 3371 636 3293 1027
224,1545 2338 801 3311 1272 1573 1517 609 802 174
225,983 734 394 1862 2140 3511 3019 1518 3427 461
226,1816 2261 1428 3264 2452 309 423 931 1040 3066
227,1527 700 213 1773 1462 1092 2354 3071 2993 680
228,2145 1920 890 1067 397 1270 2584 2340 2125 3658
229,387 823 3216 410 251 1142 1340 866 674 2689
230,253 3000 3609 3528 3696 2556 3298 2587 917 1645
231,1134 1439 2073 1157 367 3665 3227 1590 2570 3475
232,1657 772 2265 3151 1543 320 1011 3424 3173 384
233,2165 3638 3151 1146 2011 1410 10 1354 2258 1205
234,598 2519 2980 3535 3353 1341 2308 361 1840 3086
235,402 3670 1830 2338 636 1044 493 2763 495 1966
236,2412 2262 3545 2946 1179 2456 433 637 1073 701
237,2817 1804 2784 2581 1279 454 2931 3269 3131 2922
238,3317 2067 279 2953 772 384 1011 6 135 2488
239,584 3311 2653 2338 3262 3371 1640 3335 1858 1086
240,2088 1668 2282 2076 2568 3247 2773 138 738 3075
241,2707 3544 219 248 1493 2495 619 2038 911 3099
242,1309 2447 2153 3700 1233 517 1644 965 1729 3462
243,124 3529 707 305 3153 1223 3013 1950 69 138
244,1191 3411 1287 313 2136 2186 3660 3602 1096 566
245,3116 2073 3350 2474 406 652 2006 2457 1371 3628
246,2653 1545 801 1517 488 609 1037 2338 3311 3187
247,2224 1315 2370 2591 1371 809 37 1811 1002 2236
248,2980 2273 1788 119 793 1304 584 944 2175 2768
249,1367 3439 739 2257 456 1503 1085 1561 3363 1902
250,2476 2274 3506 2730 1813 1822 3101 1393 350 709
251,2363 2185 702 802 270 1549 1517 3539 810 1545
252,584 2328 3528 463 208 2757 1937 2980 3248 2877
253,1688 2128 2076 1453 2568 1668 3353 2006 3247 738
254,3335 402 3670 2763 1830 1216 2338 2653 2519 1868
255,253 3000 917 29 974 3609 2556 3528 805 1586
256,2006 1134 529 392 2073 462 2273 3353 3075 1916
257,1811 2281 2528 3692 2054 1315 1887 2774 1614 3677
258,22 2692 1223 1543 3613 1354 3224 92 2402 732
259,2136 2128 2480 1912 428 553 1681 2900 1168 740
260,3306 3513 3437 3597 3438 1814 3335 2538 2136 1678
261,1165 3028 930 1995 1633 1796 1353 2051 1705 658
262,67 168 89 3055 467 891 2637 3042 1655 625
263,2959 2272 3215 1040 220 1219 2430 2458 1722 3213
264,3355 340 1777 1603 1639 2181 2637 2208 3055 1876
265,3406 232 79 1700 1246 1691 2561 2023 3600 389
266,2363 802 810 762 702 2561 1902 3539 570 1687
267,3454 1514 873 356 1087 2644 2499 2943 2202 679
268,2653 2338 609 1037 3311 312 107 802 1517 1272
269,1001 598 3475 1134 1658 2956 3353 2430 1375 1840
270,1246 2345 1700 79 2730 2476 2467 350 2023 3406
271,1248 563 2485 1096 394 2145 2999 2059 1956 2780
272,1612 6 2709 3229 147 3526 1571 2689 513 1592
273,1859 2502 2470 922 3105 772 2664 2732 401 1912
274,1583 1855 3473 3022 2210 3082 2732 169 2501 1831
275,2265 3153 124 1590 3529 3013 707 138 652 406
276,3151 2609 28 2798 2011 3269 1146 3424 494 1657
277,2980 1858 1848 1300 1216 3311 528 3656 402 1640
278,169 3269 3382 2256 1011 3142 2956 3049 1657 320
279,467 340 817 168 3546 172 1956 1501 2117 881
280,3511 212 1018 16 1825 2194 3220 1108 1081 1510
281,3527 2363 527 429 528 312 1762 2110 1032 3479
282,254 3374 3218 2480 1034 3565 2900 553 2942 3384
283,220 3215 1658 2004 1816 931 2458 2768 2959 3213
284,1916 2534 1583 1422 382 2297 1377 2366 487 2862
285,1421 1731 1012 1792 3465 3482 2898 785 2175 216
286,2261 1428 3113 1463 1658 1033 3673 1341 2272 931
287,2327 2502 3269 772 1657 3646 2800 3059 1505 2534
288,2082 1043 1527 1462 3616 1529 700 612 3071 2354
289,2176 59 3696 1289 2587 517 204 1729 3701 2763
290,2420 1433 2310 1112 2804 3343 1836 742 3309 1302
291,2265 2054 2224 640 1811 2528 1831 707 1887 1316
292,1367 762 405 71 556 3404 1561 2799 2849 1085
293,3671 3421 3282 3670 2527 2272 994 1738 3415 176
294,1269 1836 3181 3520 1092 2197 1433 1529 1773 884
295,2817 1172 498 3227 3594 1962 3526 63 2018 2293
296,1464 3439 1686 1670 1623 2185 3124 1503 2814 952
297,2158 3658 2125 643 96 1264 353 533 2082 879
298,176 2175 1124 293 1490 3238 1809 2912 3046 650
299,1246 1700 350 3101 1822 3406 2476 2730 2023 2084
300,1555 2215 2376 649 3606 1081 539 168 246 625
301,1001 339 2874 3705 646 220 2857 3049 212 1374
302,620 1593 472 160 2335 2664 3262 10 1376 640
303,2424 887 382 2354 1427 1827 2428 234 1947 221
304,1165 176 3028 3543 1353 2421 1995 1633 565 1705
305,598 3353 3535 2308 1840 361 2306 1033 3402 2980
306,2073 652 1590 406 2389 2457 2466 3557 1134 2165
307,1246 2730 2476 1822 2518 1813 350 2084 1616 3506
308,36 2862 1505 3013 1223 3423 3153 1279 1316 3529
309,400 239 838 1111 3589 1054 2781 579 2739 2414
310,584 2980 3529 472 1858 3335 1831 476 138 1830
311,312 1545 1573 3656 174 3311 3406 1686 3600 801
312,3215 398 2541 283 119 502 1108 1374 515 3053
313,512 2128 2596 2988 183 1711 2338 2676 2812 1956
314,2136 2237 3087 35 254 3002 3565 3435 1462 15
315,3306 3513 2291 872 2538 482 3228 2460 2643 1627
316,2068 3256 482 2574 1350 1510 3133 1670 2998 120
317,232 3035 1246 1822 2363 2345 1868 702 810 467
318,3317 279 124 69 6 2265 3141 2953 384 305
319,293 398 3046 2129 793 3238 650 3036 1304 3327
320,2653 3406 802 1337 2914 107 1884 1902 801 2814
321,169 3141 6 3317 790 3264 2154 1924 1102 124
322,2900 2480 563 2606 2128 1830 2354 1044 1527 1703
323,428 3390 2076 2281 1475 3247 1341 933 333 2910
324,3597 1193 1678 2460 867 2308 1610 1746 2024 3085
325,2457 3116 2073 1134 1840 367 1746 3535 3227 1439
326,502 398 3215 2468 119 2342 1640 799 1374 1753
327,2354 2050 2281 2480 1546 113 397 1811 563 3692
328,2447 3648 1309 1644 517 252 1507 3462 477 2104
329,2774 2528 1371 2370 1315 37 3448 863 2224 3390
330,1197 3382 1699 1190 3110 1300 474 1166 3066 1216
331,1777 15 2637 2584 2952 3565 49 3352 450 1462
332,43 246 2975 1555 2529 1464 186 2215 1037 715
333,1545 1700 1086 3311 1686 1868 312 2653 232 1060
334,331 176 3532 1621 3051 2397 983 734 3019 1501
335,3049 1001 1583 1711 2857 3705 3234 1374 339 1471
336,768 913 3280 1168 1295 3401 2990 269 2942 2136
337,734 983 394 1518 797 3511 17 2911 2104 1862
338,2653 3311 2338 1868 739 1545 801 1060 2980 402
339,2265 1706 1828 652 880 3334 410 384 2937 3173
340,890 1270 1920 1067 563 182 2485 3041 96 3318
341,872 3513 3597 2538 3437 2117 625 1193 246 2140
342,1668 1706 138 2265 2568 2073 652 2088 124 2512
343,1545 2914 810 2561 107 802 1902 1060 3406 2653
344,3046 3005 1365 799 1491 3172 1490 1617 283 1850
345,2980 584 2757 2175 1746 2331 293 1304 119 2129
346,2814 802 1545 702 2363 1573 762 3311 2653 1517
347,3513 3306 3113 474 3437 467 1525 3213 2652 2969
348,457 464 1160 2060 3374 642 3021 3588 994 3671
349,457 3602 2060 3411 994 743 128 1160 1795 566
350,743 3411 3602 566 2542 324 1160 35 128 3087
351,2069 2447 75 1507 1563 776 873 3648 1298 1729
352,3454 3182 873 1188 2782 1514 3545 356 2850 1087
353,1736 578 1278 438 3205 2484 3431 2920 2722 3111
354,502 119 3528 2768 2980 3333 2250 1746 1304 2280
355,853 1699 2603 3066 619 868 3544 1197 1401 1516
356,2947 3390 2617 2169 94 1788 333 3172 3537 7
357,1210 105 501 1007 1825 3511 2613 3220 1270 1956
358,3317 2689 1960 190 513 3141 1592 279 6 2512
359,3317 1960 1592 2366 1142 1548 971 3668 3537 1916
360,79 232 3406 3600 1822 2345 1868 1884 312 1037
361,220 1711 1814 539 790 583 1879 169 1057 1083
362,2980 1304 2273 793 293 1490 398 3036 1365 3046
363,2734 2202 1355 1514 356 1557 2151 2499 3454 338
364,1688 138 2088 2773 2399 289 738 730 2076 1668
365,568 1738 904 2273 1830 1460 2853 1916 463 2006
366,28 1316 3537 1164 1548 1960 3013 124 1930 1360
367,1583 1855 3125 929 3082 3049 2501 2210 1256 3500
368,3535 2261 581 20 1808 598 1304 2308 2956 3427
369,1709 2687 3061 2130 1603 1071 3483 485 2208 2418
370,3317 2988 1571 1689 279 692 3640 3247 569 1612
371,1340 1164 392 6 3216 3665 387 3132 1403 2502
372,392 1340 3436 513 3665 3287 1592 6 387 1637
373,1092 1269 1112 358 1302 2834 497 1836 742 2310
374,467 168 506 246 2643 859 67 2794 2437 3546
375,1272 3187 1517 488 1037 1060 801 3425 739 1545
376,3049 169 2857 220 1374 339 3234 2874 1554 646
377,3390 2947 3537 2617 401 829 3272 1316 3562 3153
378,3535 1341 2774 508 1033 3474 598 1816 188 2308
379,1030 640 463 989 1831 361 3276 2646 2515 3628
380,212 1018 16 1471 52 3079 3325 464 3234 1179
381,1703 576 1044 563 2271 1429 3358 2397 2801 2145
382,3374 3565 3218 3530 3299 3514 1777 2204 35 340
383,1725 372 1854 2763 2934 2650 3532 1289 3338 199
384,1102 3142 1057 922 2502 12 1968 1658 587 2272
385,2734 2202 1355 356 1087 873 1823 2644 1153 2412
386,1781 1165 1404 88 1456 986 188 778 2500 304
387,1543 3013 1316 3153 472 732 463 3409 2564 409
388,3150 387 3665 3264 1592 2683 1732 423 3436 2907
389,2801 2090 984 3657 2048 3021 605 1124 1323 382
390,2988 512 3180 3219 1711 2645 1525 63 237 2588
391,3215 502 2980 1640 3053 737 2541 2468 515 1328
392,2533 2414 396 838 847 1503 723 2610 3096 2734
393,1168 740 553 1982 1912 3280 214 428 1177 3248
394,1197 1699 3110 2840 2292 1166 1937 1516 3066 807
395,1193 3597 3438 1678 3085 1309 3633 621 2460 220
396,2261 581 2932 2272 3673 1428 1658 220 3535 1463
397,543 3049 2501 1375 3053 2626 2630 3332 2757 2342
398,2988 2664 3180 1711 1211 237 2676 2646 3049 136
399,523 2230 620 187 3125 573 2091 3537 2293 512
400,189 2863 176 1798 902 3051 165 2700 1165 1132
401,3445 306 1604 1931 1994 3211 2497 3015 704 1112
402,2076 2088 2084 3350 3406 3247 1444 2345 2282 3101
403,2980 293 398 2468 3238 1956 3349 1099 3327 3036
404,428 553 2900 3280 1982 768 1168 1177 3693 1392
405,598 361 3353 2980 561 3535 1341 2308 2636 1807
406,700 2082 2354 1092 1269 497 213 3240 2834 2979
407,1227 2636 2308 1840 3448 361 1678 530 872 3067
408,340 2924 755 172 1639 964 1187 2103 780 2543
409,3 3609 2491 1098 1070 1318 1536 1970 3489 2071
410,3311 1868 1545 1060 107 1037 3187 402 488 1086
411,2603 3382 1831 2630 2510 2745 3694 3473 640 2732
412,1367 1037 3363 1902 1348 739 456 1545 2363 3439
413,3079 464 831 52 2456 1179 163 994 3671 899
414,3528 1871 2328 208 2280 1937 463 1304 2273 1960
415,2054 2281 2335 2119 1315 2154 3298 1057 922 2732
416,3219 2812 2988 136 2817 3180 512 1186 3022 1172
417,1905 1527 2593 3657 3602 984 2338 1530 2475 3266
418,2510 190 241 1351 1828 215 106 382 936 93
419,2376 43 186 2342 467 1510 2402 1082 857 2975
420,1638 1279 3456 2862 2784 1952 2557 796 1146 236
421,1529 128 1043 612 2993 2217 2275 213 3360 700
422,3306 2215 3437 2117 3546 2140 1814 3335 3362 1678
423,2874 339 2763 3532 1854 59 2934 372 646 2773
424,1197 474 2038 853 2541 1166 2097 1690 1216 619
425,2602 2928 2757 169 774 1292 1078 2626 3049 3286
426,3616 2082 919 980 338 450 1311 8 3271 1332
427,6 1340 3216 761 2502 3132 763 3665 1164 1657
428,2185 570 569 2814 1545 802 1438 1902 3539 2227
429,2265 124 1950 69 989 138 305 3529 1590 1316
430,880 3247 138 2236 2076 1950 989 2224 228 738
431,457 1422 2003 1068 2271 980 2132 2138 3411 2340
432,138 2265 2512 3350 69 1453 3334 2387 738 2820
433,1598 3516 1410 379 1638 357 421 1293 2709 2404
434,658 176 3670 1165 1218 1633 1688 1738 3463 1103
435,1433 2420 1269 1092 2804 497 2310 1302 1557 700
436,124 1831 640 1315 3529 476 2210 2528 1223 1560
437,1905 2048 2801 3657 984 1607 453 2090 3021 605
438,887 382 2424 1427 1827 234 2428 778 2354 1560
439,79 246 232 1337 1884 3406 463 2653 487 312
440,1746 208 584 3036 1615 2757 3327 293 138 476
441,2054 2224 1371 1315 1887 2236 2910 3656 2509 2402
442,1633 2639 3119 2139 3600 3415 3231 1470 1668 2370
443,1651 1669 392 3671 1637 3215 2683 2272 2458 3047
444,3105 1859 1177 494 2470 2673 1775 829 2928 1548
445,700 2420 1527 3185 213 2082 3181 1529 3616 1773
446,1868 2653 1337 3311 1545 312 1086 472 3600 79
447,2363 762 1503 2227 1549 1517 1464 570 702 3030
448,3223 1957 3374 151 2836 3355 642 2181 1322 2323
449,3423 2953 3424 772 1548 279 494 1360 2609 3317
450,3648 831 464 2946 52 121 352 3588 3231 966
451,642 340 1655 89 2181 3235 1777 1501 817 3355
452,2265 707 138 1828 2515 2224 880 1590 1950 409
453,642 340 89 1603 2465 1777 1639 3297 1071 2181
454,2185 1503 1549 1367 1517 702 405 270 1902 1464
455,3656 2345 2617 1868 528 2947 1858 94 2980 863
456,2236 1668 228 880 1371 1590 993 3537 138 652
457,1371 901 3431 2643 794 438 1560 1475 3157 2722
458,1315 1371 2774 1781 2916 2311 234 778 3157 1827
459,1354 1638 2510 741 2835 3364 573 2165 2784 3151
460,3082 1855 3473 3125 2784 1583 2510 2603 2349 2230
461,578 1736 3205 1278 2484 2920 728 3431 2643 1371
462,63 1552 649 1676 911 1293 2884 493 537 3048
463,873 195 2762 3161 2906 2152 1431 3483 2231 3061
464,650 2311 382 2428 234 1827 1371 1315 512 2354
465,904 1617 1303 2716 3530 2136 1191 3435 672 1287
466,3656 3013 3276 986 463 2387 607 640 2991 132
467,2256 569 2127 601 1197 1699 3110 1516 853 1354
468,3415 2639 3168 3231 1887 1633 1869 1668 2933 511
469,2354 887 382 1947 1427 2625 2870 2428 1086 2807
470,1619 20 3194 2527 361 394 2140 3191 1295 1862
471,1503 2185 3439 174 952 1464 2363 739 1902 2814
472,3215 1816 2272 220 2261 3213 3113 2969 1040 3051
473,2653 802 2814 3406 3311 1868 1424 2586 1573 2561
474,1633 1887 1668 3600 2639 989 1377 3168 1422 617
475,36 2789 732 3022 2357 2603 1583 2187 2817 1039
476,1545 802 3656 2814 3600 1086 2653 3406 232 1337
477,3353 37 1807 3448 3562 3379 863 1371 598 561
