user_id,item_id
58,3022 1583 3529 2210 3013 472 1223 463 169 512
59,463 3409 472 1315 3677 331 2980 476 2297 1560
60,3022 3677 463 1315 3409 2402 169 472 512 1583
61,3022 1583 472 3529 640 3013 463 1223 2757 584
62,463 1315 472 3409 3677 2297 2980 3022 476 2688
63,1583 3022 472 3529 640 463 3013 1223 1039 2210
64,3022 463 472 1583 2980 2862 3529 1039 1223 1560
65,463 1315 3677 331 472 3409 1560 2688 2980 2297
66,3409 331 472 2862 1223 3677 2732 2402 3435 463
67,463 1315 1811 3677 1211 2256 1560 472 1956 2402
68,463 472 2980 2862 2256 331 2297 3409 1315 3677
69,463 472 3677 1315 3409 3022 476 1560 1583 2980
70,331 3409 3677 463 2397 1315 472 2688 1044 3435
71,472 3022 463 1583 3529 3013 3409 3677 476 1223
72,3022 1583 472 3529 640 3013 463 1223 2757 584
73,3022 1583 472 3529 640 3013 1223 463 2757 584
74,331 2397 3002 1044 3409 3435 3648 2354 1337 2643
75,3022 472 1583 463 3409 3529 476 3013 1223 2646
76,463 3409 472 331 3677 1315 1560 2297 476 2980
77,3022 1583 472 3529 640 3013 1223 463 2757 584
78,463 2980 2862 472 2256 331 3677 1337 2297 1315
79,331 3409 2397 1337 2862 3002 3435 1044 3677 463
80,3022 3677 3013 2402 3409 1583 169 472 3529 512
81,1583 3022 472 640 3529 463 1223 1039 3013 2757
82,3022 1583 472 3529 640 3013 463 1223 2757 584
83,3409 472 3677 3022 2402 463 3013 1315 3529 476
84,3409 3022 472 3677 476 1583 3529 3013 1315 2402
85,3022 1583 463 472 3677 3409 3529 3013 476 169
86,472 3022 208 2297 1811 1583 2757 3013 3677 463
87,463 3677 3409 472 331 1315 2980 1560 476 2297
88,3022 1583 472 3529 3013 640 463 1223 2757 1316
89,3022 3677 2402 463 3013 472 1583 1315 3529 1223
90,3022 1583 472 3529 640 3013 463 1223 2757 2210
91,3022 1583 472 3529 640 3013 463 1223 2757 584
92,331 3409 2397 1337 3002 1044 1315 3157 2862 463
93,3022 1583 472 3529 640 3013 1223 463 2757 584
94,463 3677 1315 472 1560 1811 169 2256 2402 476
95,3022 1583 472 3529 640 3013 1223 463 2757 584
96,463 2980 331 472 2297 1315 3409 3677 1337 2862
97,3022 3529 1583 3013 2210 2402 512 169 3409 1223
98,3409 3677 1315 3022 463 2402 472 2688 1583 3013
99,1583 3022 472 3529 640 3013 463 1223 2757 2210
100,1583 3022 472 3529 640 3013 463 1223 2757 1039
101,331 3409 2397 2862 463 1337 3677 1044 1315 3435
102,331 3409 2862 472 3677 463 2397 1315 1337 3435
103,1583 3022 472 3529 640 3013 463 1223 2757 1039
104,3409 331 1315 463 3677 2688 2297 472 2402 2980
105,331 2397 3409 3002 1044 3435 1337 983 3648 2643
106,331 2397 3002 1044 3435 983 3648 3409 1337 2643
107,3529 3409 2067 1030 3013 293 2402 472 2732 476
108,3022 1583 3529 2210 3013 472 1223 463 169 512
109,463 1315 472 1956 3677 1560 1337 2980 2256 2297
110,3022 1583 3529 3013 472 2210 1223 463 2757 2732
111,3022 1583 472 3529 640 3013 463 1223 2757 584
112,472 3409 331 2862 2256 1039 2980 1223 2297 1337
113,3022 1583 3529 472 3013 463 3409 476 1223 2646
114,472 463 3022 1315 3677 2980 3409 2297 1560 476
115,3022 1583 472 3529 463 3013 1223 476 3409 640
116,3022 1583 472 3529 640 3013 463 1223 2757 584
117,3022 1583 3529 3013 2210 472 1223 463 169 2732
118,463 3409 331 472 1315 2297 2980 2862 476 1039
119,3022 1583 472 3529 640 3013 463 1223 2757 584
120,3022 1583 472 3529 640 3013 463 1223 2757 584
121,3022 3677 2402 463 3013 1315 169 472 3409 2688
122,3022 3529 1583 472 3013 1223 2757 2210 463 640
123,331 3409 2397 1044 3435 3002 1337 2354 2862 3677
124,3529 2402 3013 3409 1583 1223 3022 1030 476 472
125,3022 1583 472 3529 463 476 3409 3013 1223 640
126,3022 1583 472 3529 640 3013 463 1223 2757 584
127,3022 472 1583 3529 3013 463 1223 3409 476 2757
128,331 3409 3677 3435 2862 2397 472 463 1044 1223
129,3022 1583 472 3529 640 3013 463 1223 2757 584
130,3022 1583 472 3529 463 1223 3013 640 2757 584
131,3409 3677 2402 1315 3022 3013 463 472 476 1583
132,3409 3022 472 1583 476 463 3529 3677 1223 2646
133,3409 3529 2402 3013 2732 293 2256 1030 472 1583
134,3022 1583 472 3529 463 476 3409 3013 1223 640
135,472 463 3022 1583 3529 2980 476 1560 2297 1811
136,331 3409 1315 2397 463 3677 1044 2688 2862 1337
137,331 2397 3002 3648 1044 3409 3435 3157 983 2643
138,2862 472 463 3409 2297 2980 3022 331 1316 1223
139,3409 3529 3022 472 1583 2402 3677 476 3013 463
140,3409 331 2402 463 2688 1315 2397 472 1223 3677
141,463 472 3022 1315 3677 476 3409 1583 3529 1560
142,3022 1583 472 3529 640 3013 463 1223 2757 2210
143,3409 3022 3677 472 3013 1315 2402 476 1583 3529
144,331 2397 3409 1337 1044 3002 1315 3435 3367 2862
145,3022 463 1583 472 3529 3013 3677 3409 169 1315
146,3022 1583 472 3529 640 3013 463 1223 2757 2210
147,331 1337 3409 463 2862 3677 472 1315 2297 2256
148,331 3409 1337 463 2862 472 3677 2397 1315 2297
149,3022 3013 1583 512 2402 3677 2210 1223 3529 169
150,331 2862 3409 1337 463 472 2297 2256 2980 3677
151,3022 1583 472 3529 640 3013 463 1223 2757 584
152,331 2397 3002 1044 3648 3409 3435 983 2643 96
153,3409 3529 472 3022 476 1583 2402 3013 1223 463
154,3022 1583 472 3529 640 3013 1223 2757 463 584
155,3022 1583 472 3529 3013 463 1223 640 2757 1316
156,3022 1583 472 3529 640 3013 1223 463 2757 584
157,463 472 2980 3022 2862 2297 2256 3409 1583 3529
158,1583 3022 472 3529 640 463 3013 1223 2757 1039
159,331 463 3677 1315 1337 472 2862 3409 3367 2297
160,3022 1583 472 3529 640 3013 463 1223 2757 2210
161,3022 1583 472 3529 640 3013 463 1223 2757 584
162,3022 1583 472 3529 640 3013 463 1223 2757 584
163,3022 1583 472 3529 3013 640 1223 2757 463 584
164,3022 1583 472 3529 640 3013 1223 463 2757 584
165,3022 3677 2402 463 3013 1315 169 472 3409 2688
166,463 472 2256 2980 2757 1811 1560 1956 1315 2297
167,2862 331 472 3409 463 1337 2297 2980 2256 1956
168,472 2862 463 3409 2980 2256 331 2297 1583 1337
169,3022 512 3677 1583 3013 463 472 1811 169 2688
170,3022 1583 472 3529 640 3013 1223 463 2757 584
171,3409 331 3677 2688 2402 1315 463 1223 2732 472
172,463 3677 472 1315 1811 1560 169 3022 1583 2256
173,331 3409 463 472 3677 2862 2980 2688 1337 1223
174,3409 463 1315 3677 331 476 472 2688 2646 2862
175,1583 3022 472 3529 640 3013 463 1223 2757 2210
176,3022 1583 472 3529 640 3013 463 1223 2757 584
177,3022 1583 472 3529 640 3013 1223 463 2757 584
178,463 3677 3409 1315 331 472 2688 476 1560 2980
179,3409 1315 3677 463 2402 2688 3022 472 331 1583
180,3677 3022 472 463 3013 1315 1583 2402 1223 3529
181,1583 3022 472 3529 640 463 3013 1223 2757 1039
182,3022 1583 3529 472 3013 1223 2210 2757 640 463
183,1583 3022 472 3529 640 3013 463 1223 2757 1039
184,3022 3529 1583 3013 2210 2402 512 1223 1316 169
185,3409 3022 472 3677 476 1583 3529 3013 1315 2402
186,3022 3529 1583 3013 2210 2402 512 1223 1316 169
187,1583 3022 472 3529 640 463 3013 1223 2757 2210
188,1583 3022 472 3529 640 1223 3013 463 2757 2210
189,3022 1583 472 640 3529 3013 463 1223 2757 584
190,331 2397 3002 3409 1044 3435 1337 983 2643 2862
191,3022 1583 472 3529 640 3013 463 1223 2757 584
192,3677 3022 472 463 3013 1315 1583 2402 1223 3529
193,3409 3677 472 1315 476 331 3022 463 2402 2646
194,3022 1583 472 3529 3013 463 640 1223 2757 584
195,3409 2402 2732 3529 331 293 2688 3013 1030 476
196,1583 3022 472 3529 640 3013 463 1223 2757 2210
197,3022 3013 3529 1583 2402 3409 169 3677 1223 512
198,3022 1583 472 3529 640 3013 463 1223 2757 584
199,3022 1583 3529 472 3013 463 1223 2757 476 3409
200,3409 3677 1315 2402 331 2688 3013 463 3022 476
201,472 2862 1583 463 1223 3022 1039 3409 2980 1316
202,3529 3022 1583 472 3013 1223 2210 463 2757 1316
203,331 463 3409 2862 2297 472 2980 1315 1337 3677
204,463 1315 3677 2402 1211 1811 1583 1560 2297 2528
205,3022 1583 472 3529 640 3013 463 1223 2757 584
206,331 3409 2397 1044 3002 1337 3435 2643 983 2862
207,472 463 3409 3022 3677 2980 1315 3529 1583 476
208,3409 472 3022 2402 3529 476 3013 463 1583 1223
209,3022 3677 3013 3409 472 3529 1583 463 1315 2402
210,463 3677 472 331 2980 3409 2256 1315 2862 2297
211,3022 1583 472 3529 640 463 3013 1223 2757 2210
212,3022 1583 472 3529 640 3013 463 1223 2757 584
213,3022 1583 3529 472 3013 2210 1223 1316 463 640
214,331 3409 2397 3435 3002 1044 1337 2862 983 2354
215,3022 1583 472 3529 640 3013 463 1223 2757 584
216,3022 3677 3013 472 1583 1223 169 3529 2402 463
217,3022 1583 472 3529 640 3013 463 1223 2757 584
218,463 472 2980 3409 476 2862 1315 3677 3022 1583
219,3409 3677 3022 472 1315 463 3013 476 2402 3529
220,3022 1583 3013 3529 472 3409 1223 463 3677 2402
221,463 3409 331 472 2980 3677 2862 1315 476 2297
222,3022 1583 472 3529 640 3013 1223 463 2757 584
223,3022 1583 472 3529 640 3013 463 1223 2757 584
224,472 3022 463 1583 3677 3013 3529 2980 2297 1315
225,3022 1583 3529 3013 2210 472 1223 463 169 2732
226,3022 1583 472 3529 3013 463 640 1223 2757 584
227,463 472 3022 3529 1583 2980 476 3409 3013 1223
228,3022 1583 472 3529 640 3013 1223 463 2757 584
229,3022 463 472 3409 1583 3677 1315 3013 476 169
230,1583 3022 472 3529 640 3013 463 1223 2757 2210
231,3022 1583 3529 3013 2210 2402 512 169 3677 3409
232,3409 3022 3013 3677 3529 2402 472 1583 169 1223
233,463 472 2980 2862 2256 331 2297 3409 1315 3677
234,3022 1583 472 3529 3013 463 1223 640 2757 2210
235,331 3409 463 2980 472 2256 2297 2862 1315 3529
236,331 1337 1315 463 3409 472 2397 2297 2862 2980
237,1583 3022 472 3529 640 463 3013 1223 1039 2210
238,3409 472 3677 3022 2402 463 3013 1315 3529 476
239,3409 331 463 472 1315 3677 2297 2980 2688 476
240,472 463 3677 1811 2757 2297 1583 1956 1315 208
241,331 2397 3409 1044 3002 1337 3435 2643 1315 463
242,3409 331 3677 2688 2402 1315 463 1223 2732 472
243,3409 331 472 476 463 2688 2402 1223 2862 3677
244,3022 472 1583 3529 463 3013 1223 2297 169 1316
245,3022 1583 3529 472 3013 1223 463 2757 2210 640
246,3022 3677 463 1315 3409 2402 169 472 512 1583
247,1583 3022 472 3529 640 463 3013 1223 2757 1039
248,3022 472 1583 3529 463 1223 2297 3013 2980 2210
249,331 3409 2397 3002 1337 1044 3435 2862 2354 3367
250,331 3409 2397 3435 1044 3002 1337 2862 2354 3367
251,331 3409 463 472 1337 2862 2297 1315 2980 3677
252,3022 1583 3529 3013 2210 472 1223 463 1316 2732
253,3022 3529 1583 3013 463 472 3409 169 3677 2402
254,3022 2210 1583 3529 3013 2630 1223 2688 169 1316
255,3022 1583 472 3529 640 3013 463 1223 2757 584
256,1583 3022 472 3529 640 463 3013 1223 2757 1039
257,3022 1583 472 3529 640 3013 1223 463 2757 584
258,3409 331 472 2862 476 463 2980 1223 3529 2646
259,3409 463 1315 3677 472 476 331 3022 169 2646
260,3022 1583 3529 3013 463 3677 472 3409 169 2402
261,3409 3677 331 1315 2402 463 2688 476 472 3022
262,3677 3409 3013 3022 2402 472 1315 1223 169 1583
263,1583 3022 472 3529 640 3013 463 1223 2757 1039
264,331 3409 472 2862 463 2980 3677 1315 3435 1223
265,3409 3677 331 463 1315 472 2688 476 169 2402
266,463 1315 2256 1956 472 1560 2297 2980 3677 1337
267,331 3409 2397 1337 1044 3435 2862 3002 983 472
268,1583 3022 472 3529 640 463 3013 1223 1039 2210
269,331 2397 983 3409 3435 3002 1044 2643 1337 2354
270,3022 1583 472 3529 3013 1223 640 2757 463 584
271,331 3409 1337 2397 3435 3002 1044 2862 1315 2980
272,3022 1583 472 3529 3013 1223 640 2757 463 584
273,3022 1583 472 3529 640 3013 463 1223 2757 584
274,331 2397 3409 3002 1044 3435 983 2643 472 2862
275,3022 1583 472 3529 640 3013 463 1223 2757 584
276,331 1337 3409 463 2862 3677 2297 472 1315 2256
277,1315 3677 463 472 3409 331 1560 476 2297 2688
278,3022 3677 3013 3409 472 2402 1583 1315 169 3529
279,331 463 3409 2862 2297 472 2980 1315 1337 3677
280,3022 1583 3529 2210 3013 472 1223 463 169 2732
281,331 2862 1337 2256 472 463 3409 2980 3677 2297
282,3022 1583 3529 472 3013 1223 2210 463 2757 640
283,463 1315 3677 2402 1211 1811 1583 1560 2297 2528
284,3022 1583 3529 472 3013 463 3409 476 2646 1223
285,3022 1583 472 3529 640 3013 1223 463 2757 584
286,1956 463 472 2980 1315 2256 2862 1560 2297 331
287,3409 1315 331 3677 463 472 2402 476 2688 3022
288,463 472 3677 1315 1583 3022 2297 476 1811 1560
289,3022 1583 472 3529 640 3013 1223 463 2757 584
290,1583 3022 472 3529 640 3013 463 1223 2757 2210
291,3409 3677 3022 472 1315 463 3013 476 2402 3529
292,331 3409 2397 1044 3002 3435 1337 983 3648 2354
293,3022 1583 472 3529 640 3013 1223 2757 463 584
294,2397 331 3002 3648 1044 3435 3157 1919 983 3409
295,3677 1315 2402 463 472 3013 2980 2688 1223 3022
296,331 2397 3002 1044 3409 3648 3435 1337 3157 2643
297,3409 2402 331 476 3677 2688 472 2732 293 3529
298,472 3022 1583 463 1223 3013 2757 2297 3529 2256
299,331 2397 3002 3409 1044 3435 1337 983 3600 3648
300,3409 331 472 2862 2402 2397 2732 1223 476 3677
301,331 463 1315 3409 472 3677 2980 2297 2862 1337
302,3022 1583 472 3529 640 3013 463 1223 2757 584
303,3022 1583 472 3529 463 476 3409 3013 1223 640
304,331 3409 2397 1337 2862 463 472 3677 1315 3002
305,3022 1583 472 3529 640 3013 463 1223 2757 584
306,3022 1583 3529 3013 2210 472 1223 463 169 2732
307,3409 3677 463 1315 472 2402 169 3022 476 2688
308,472 2862 3409 463 1039 2297 2980 1583 3022 2256
309,1583 3022 472 3529 640 463 3013 1223 2757 1039
310,463 472 3022 2297 1315 3677 3529 1583 1811 2980
311,3409 3529 2402 2732 3013 293 1030 472 476 331
312,3022 1583 472 3529 640 3013 463 1223 2757 584
313,331 3409 1337 2980 2256 472 463 2862 1315 2297
314,331 3409 2862 472 463 3677 2980 1337 2256 1315
315,472 1583 3022 2862 463 3409 1223 3529 1316 1039
316,331 3409 472 463 3677 2862 2688 1315 1337 1560
317,3022 472 1583 3529 3013 1223 463 2297 2757 3677
318,3022 1583 472 3529 3013 1223 640 463 2757 2210
319,1583 3022 472 3529 640 463 1223 3013 2757 2210
320,3022 3409 3529 3013 1583 3677 2402 1223 169 472
321,3409 331 472 2862 463 2980 2256 640 2297 1039
322,3022 1583 472 3529 640 3013 463 1223 2757 584
323,331 3409 2862 2980 463 472 1315 1337 1223 2297
324,331 3409 463 2862 472 1337 1315 2980 3677 2297
325,3409 463 3022 3529 3677 472 2402 1583 476 1315
326,1583 3022 472 3529 640 463 3013 1223 2757 1039
327,331 463 2862 472 2980 2256 2297 3409 1337 3677
328,3409 331 463 472 1315 3677 1560 2862 2297 2688
329,3022 1583 3529 472 3013 1223 2402 169 2210 463
330,3022 1583 472 3529 640 3013 1223 463 2757 584
331,331 3409 1337 2862 2397 463 3677 472 1044 2688
332,3022 1583 472 3529 640 3013 463 1223 2757 584
333,3022 1583 472 3529 3013 640 463 1223 2757 1316
334,463 3409 472 331 2862 2980 476 3677 1583 2297
335,3022 3677 512 3013 169 2402 1583 463 472 2688
336,331 3409 2862 3435 472 3677 1223 2397 2732 2402
337,331 2397 3002 1044 3648 3409 3435 1337 983 3157
338,472 463 3409 3022 2980 1583 3529 2297 1039 1223
339,3409 2402 3677 463 1315 2688 476 472 3013 1583
340,3022 1583 3529 3013 2210 1223 2402 169 3677 512
341,1583 3022 472 3529 640 3013 463 1223 2757 1039
342,3022 1583 472 3529 640 3013 463 1223 2757 584
343,472 1583 3022 640 463 1223 3013 2757 2256 584
344,2397 331 1044 3002 3648 3435 3409 2643 96 983
345,331 3409 2397 1337 2862 3435 463 3677 472 3002
346,472 463 3677 3409 2297 1315 331 1956 2980 1583
347,472 3022 3677 3013 1583 463 2297 2402 1315 2054
348,472 463 3409 3022 3677 2980 1315 3529 1583 476
349,463 3677 472 1315 3409 1560 476 3022 1583 2980
350,463 331 2862 472 2980 2256 2297 1337 3409 1315
351,3022 1583 472 3529 640 3013 1223 463 2757 584
352,331 2397 3002 1044 3648 3409 3435 1337 3157 983
353,3022 1583 472 3529 640 3013 463 1223 2757 584
354,3022 1583 472 3529 640 3013 463 1223 2757 584
355,3409 1315 3677 463 331 472 476 3022 2688 2646
356,3022 1583 472 3529 640 3013 463 1223 2757 584
357,3022 1583 472 3529 640 3013 1223 463 2757 584
358,3022 1583 3529 472 3013 1223 2210 463 640 2757
359,3022 1583 3529 2210 3013 472 1223 463 169 512
360,331 463 1315 3677 3409 472 2688 1337 2297 1560
361,3409 1315 3677 463 331 472 476 3022 2688 2646
362,331 3409 463 1315 1337 3677 2862 472 2397 2297
363,3022 1583 472 3529 640 3013 463 1223 2757 584
364,3409 331 293 3529 2402 2732 472 2256 2688 476
365,3022 1583 472 3529 3013 463 1223 640 2757 2210
366,3022 1583 472 3529 640 3013 463 1223 2757 584
367,3022 1583 472 3529 3409 3013 463 476 1223 3677
368,3022 1583 472 463 3529 1223 3013 2757 640 1039
369,463 331 472 2297 2256 3677 1337 1315 3409 1560
370,463 472 3022 1315 3677 476 3409 1583 3529 1560
371,3409 3022 3529 2402 3013 1583 472 3677 476 2688
372,3022 3529 1583 472 3013 1223 2210 463 2757 640
373,331 3409 2397 1337 463 3677 1315 472 3367 1044
374,3409 331 472 476 2688 2402 463 1223 2862 1583
375,3022 472 1583 208 3677 1811 2210 463 512 3013
376,3022 1583 472 3529 640 3013 463 1223 2757 584
377,3022 1583 3529 3013 1223 2210 3677 169 2402 472
378,3409 3677 1315 331 2402 2688 463 476 472 3022
379,3022 1583 472 3529 640 3013 1223 2757 463 584
380,3022 1583 472 3529 640 3013 1223 463 2757 584
381,3022 1583 472 3529 640 3013 463 1223 2757 584
382,3022 1583 472 3529 640 3013 463 1223 2757 584
383,3022 1583 472 3529 640 3013 1223 2757 463 584
384,3022 1583 3529 472 3013 1223 2210 463 2757 640
385,331 2862 1337 2256 472 463 3409 2980 2297 3677
386,472 3022 463 3677 1583 3529 1315 1811 169 2402
387,463 331 1315 3677 3409 472 1560 2688 2297 2980
388,463 472 3022 3677 1583 1560 3529 3013 1223 2980
389,3409 331 2402 476 472 3677 1223 463 2646 3022
390,331 3409 3677 463 1315 472 2688 2397 1337 2862
391,331 2397 3002 3648 1044 3435 983 3409 96 2643
392,331 3409 2397 3677 1337 1044 463 1315 3435 2862
393,3022 1583 472 3529 640 3013 1223 463 2757 584
394,331 2397 3002 3409 1044 1337 3435 3367 3157 3648
395,3022 1583 3529 472 3013 1223 640 2757 463 2210
396,3022 1583 472 3529 3013 640 1223 2757 463 584
397,3022 1583 472 3529 640 3013 1223 463 2757 584
398,463 472 2980 2862 2297 1315 3409 1560 1956 1831
399,3409 331 3677 463 1315 472 2402 2688 476 169
400,3409 2402 331 472 1583 476 1223 2732 3677 3022
401,463 3677 472 331 2980 3409 2256 1315 2862 2297
402,472 463 3022 1583 3529 2980 1223 476 1560 3409
403,3022 1583 472 3529 640 3013 1223 463 2757 584
404,331 463 3409 472 2297 1315 3677 2862 2980 2256
405,3022 1583 472 3529 640 3013 463 1223 2757 584
406,3022 472 1583 3529 463 3013 1223 2297 169 1316
407,3022 3409 3013 3677 2402 3529 472 1583 169 1223
408,3022 1583 472 3529 640 3013 1223 463 2757 584
409,3409 331 472 2688 2732 2256 463 2862 2402 2980
410,3022 1583 472 3529 3013 1223 2757 2210 640 2646
411,3022 1583 472 3529 640 3013 463 1223 2757 584
412,3022 3677 463 1315 3409 2402 169 472 512 1583
413,3529 3409 3022 1583 3013 472 476 2402 1223 463
414,3022 1583 472 3529 640 3013 463 1223 2757 584
415,3529 3409 2067 1030 293 2732 3013 2402 472 476
416,3529 3409 3013 472 1583 2067 1223 476 2402 3022
417,3677 3022 463 3409 2402 1315 472 169 3013 2688
418,3409 476 331 2402 472 3529 3022 2688 1583 463
419,3022 3529 1583 472 3013 1223 2757 463 640 2210
420,3409 331 1315 3677 463 472 2402 476 2688 3022
421,331 3409 2862 1337 2397 3435 3002 1044 472 3600
422,3022 1583 472 3529 640 3013 1223 463 2757 584
423,331 2397 3409 3002 1044 1337 3435 1315 463 2862
424,3409 331 463 1315 3677 2688 472 2980 2402 476
425,3022 1583 3529 472 3013 1223 2210 463 640 2757
426,3022 1583 3529 472 3013 1223 3677 169 2210 463
427,472 1583 3022 640 463 1223 3013 2757 2256 584
428,331 2397 3002 1044 3409 3648 3435 983 1337 2354
429,1583 3022 472 3529 640 3013 463 1223 2757 1039
430,3022 1583 3529 3013 463 3677 472 3409 169 2402
431,1583 3022 472 3529 640 3013 463 1223 2757 2210
432,3022 1583 472 463 3529 3013 3409 1316 476 1223
433,3022 3677 2402 463 3013 1315 169 472 3409 2688
434,3409 2402 3677 1315 3022 463 476 2688 472 331
435,331 3409 2397 472 2862 1337 1044 463 2297 2980
436,3022 1583 472 3529 640 3013 463 1223 2757 584
437,3022 512 3677 3013 1583 169 2402 472 1223 463
438,331 3409 1337 2862 2397 472 463 1315 2297 2980
439,463 472 3409 3022 476 1583 1315 3677 2297 1223
440,3022 1583 3529 472 3013 2210 1223 640 463 2757
441,3409 1315 3677 331 463 476 2402 2688 472 169
442,463 2862 331 472 2256 2980 2297 1337 3677 3409
443,3022 1583 472 3529 640 3013 1223 463 2757 584
444,3022 1583 3529 472 3013 1223 2210 463 640 2757
445,3022 1583 472 3529 640 3013 1223 463 2757 584
446,472 1223 1583 3022 1039 2862 1316 3529 640 2757
447,331 3409 2862 1337 2256 472 463 3435 2980 3677
448,331 2397 3409 1337 1044 3002 3435 2862 983 3367
449,3022 1583 472 463 3529 476 2980 2297 2210 2646
450,472 3022 463 1583 3677 3013 3529 2980 2297 1315
451,331 3409 2862 463 472 1337 3677 1315 2397 2980
452,331 3409 463 472 2862 2297 2980 1315 3677 1337
453,331 2397 3002 1044 3409 3648 3435 983 96 2354
454,3022 3529 1583 2210 3013 169 1223 2402 463 512
455,331 3409 1315 463 3677 472 2297 1337 2688 1560
456,463 472 3677 2980 3022 2256 3409 1560 1315 2862
457,331 463 3677 1337 2862 3409 472 2256 2980 1315
458,331 3409 472 463 2862 1315 2980 3677 2297 1956
459,3022 3677 3013 2402 3409 1583 169 472 3529 512
460,3409 3022 463 1583 3529 472 3013 2402 476 3677
461,3022 1583 3529 2402 3013 3409 472 463 1223 3677
462,3529 3409 472 3022 3013 1583 476 463 2402 1223
463,3648 2397 3002 1919 1044 331 96 3435 1174 1068
464,3022 1583 472 3529 463 476 3409 3013 1223 640
465,3022 1583 472 3529 640 3013 463 1223 2757 584
466,463 472 3022 1583 3529 3677 476 2297 1315 1560
467,331 2397 3002 1044 3409 3435 983 1337 2643 3648
468,3409 331 3677 472 1315 476 463 2402 2646 2688
469,1583 3022 472 3529 640 3013 463 1223 2757 2210
470,1583 3022 472 3529 640 463 3013 1223 2757 1039
471,463 1315 3677 1811 1560 2402 1956 472 2054 2297
472,3409 1315 331 3677 463 472 2402 476 2688 3022
473,3022 1583 472 3529 640 3013 463 1223 2757 584
474,3022 1583 472 3529 640 3013 1223 463 2757 584
475,331 2397 3002 1044 1337 3648 3157 3409 3435 2643
476,3022 1583 3529 472 3013 463 1223 3409 476 2757
477,3529 3022 1583 3013 472 1223 2210 2757 169 2067
478,331 3409 1337 2397 1315 2862 472 463 3677 3002
479,3022 3677 2402 463 3013 472 1583 1315 3529 1223
480,331 463 472 3409 2980 2862 1315 2297 1337 1956
481,472 3022 208 2297 1811 1583 2757 3013 3677 463
482,3409 463 2402 3677 472 476 3022 331 1315 1223
